,id,first_name,last_name,purchasedate,moneyspent,gamedate
932,1381,Marcus,Perry,2023-08-16,123,2023-10-28
933,1408,Shawn,Allen,2023-08-02,133,2023-09-16
934,1411,Joseph,Williams,2022-08-21,50,2022-10-08
935,1416,Joseph,Pierce,2022-08-04,115,2022-10-08
936,1419,Sarah,Williams,2019-11-12,120,2019-11-30
937,1426,Ryan,King,2019-10-12,56,2019-11-09
938,1444,William,Townsend,2019-06-27,67,2019-08-31
939,1450,Emily,Howard,2019-09-21,83,2019-11-09
940,1467,Mark,Moses,2022-09-14,83,2022-10-08
941,1472,Michele,Harris,2019-07-06,81,2019-08-31
942,1501,Marilyn,Jackson,2023-09-02,135,2023-10-07
943,1556,Tiffany,Pena,2022-06-27,72,2022-09-24
944,1557,David,Bradshaw,2021-09-11,116,2021-10-02
945,1558,Craig,Salas,2019-08-07,143,2019-10-12
946,1570,Karen,Green,2021-08-04,39,2021-09-02
947,1578,Sharon,Conway,2022-08-26,87,2022-10-22
948,1579,Adam,Torres,2023-08-24,75,2023-09-16
949,1582,Kaitlyn,Montgomery,2023-08-17,143,2023-10-07
950,1584,Stephanie,Shelton,2021-08-02,44,2021-09-02
951,1589,John,Johnston,2023-09-27,82,2023-10-28
952,1590,Kathryn,Douglas,2022-09-16,78,2022-10-08
953,1594,Kenneth,Harper,2022-09-16,71,2022-10-22
954,1600,Makayla,Rodriguez,2021-09-12,82,2021-10-30
955,1603,Ryan,Gonzalez,2023-08-16,70,2023-10-28
956,1632,John,Schultz,2021-09-06,122,2021-10-30
957,1641,Kristine,Smith,2023-08-10,111,2023-09-16
958,1646,Jeanne,Jones,2019-08-23,66,2019-10-19
959,1675,Toni,Matthews,2022-06-30,147,2022-10-08
960,1677,Michael,Cox,2023-08-20,149,2023-10-07
961,1684,Christine,Hall,2021-08-20,50,2021-10-30
962,1689,Justin,Keller,2022-10-06,38,2022-10-08
963,1691,Kelly,James,2019-07-29,37,2019-08-31
964,1697,Shannon,Pratt,2019-08-07,90,2019-08-31
965,1727,Cassandra,Berger,2022-08-04,146,2022-10-15
966,1771,Brenda,Scott,2019-05-31,51,2019-08-31
967,1782,Paul,Owens,2019-07-23,90,2019-08-31
968,1786,Stephanie,Lam,2019-11-02,146,2019-11-09
969,1789,Keith,Willis,2023-09-23,84,2023-10-28
970,1795,Paul,Riddle,2019-06-24,134,2019-09-21
971,1798,Catherine,Baker,2022-10-17,89,2022-10-29
972,1851,Nicole,Tran,2019-08-30,117,2019-09-21
973,1859,Edward,Gonzalez,2023-07-23,31,2023-10-07
974,1865,Sheri,Jones,2021-08-20,135,2021-10-02
975,1872,Steven,Nelson,2021-08-11,117,2021-10-16
976,1895,Jose,Rios,2019-10-24,106,2019-11-30
977,1896,Michael,Kelley,2019-08-31,134,2019-11-30
978,1905,Karl,Robinson,2019-06-29,136,2019-08-31
979,1912,Donna,Michael,2019-07-31,42,2019-08-31
980,1914,Alyssa,Williams,2019-08-23,135,2019-10-19
981,1915,Cassie,White,2019-08-28,97,2019-11-09
982,1941,Emily,Diaz,2022-10-23,62,2022-11-12
983,1943,Samuel,Sutton,2019-10-03,39,2019-11-09
984,1948,Sean,Strickland,2022-09-29,63,2022-10-29
985,1973,Gina,Wilson,2021-07-28,96,2021-10-16
986,1984,Danielle,Miller,2022-08-01,147,2022-10-29
987,2020,Charles,Willis,2021-09-28,45,2021-10-30
988,2067,Tracey,Hernandez,2019-07-19,63,2019-09-21
989,2123,Kimberly,Garcia,2022-10-02,74,2022-10-15
990,2167,Curtis,Robles,2022-10-06,94,2022-10-29
991,2178,Jeff,Hampton,2020-08-06,135,2020-10-10
992,2235,Aaron,Lucas,2020-07-18,36,2020-10-10
993,2239,Kristin,Olson,2019-10-06,69,2019-11-30
994,2244,Kirk,Paul,2019-07-08,73,2019-09-21
995,2252,Travis,Miller,2019-08-18,48,2019-10-12
996,2254,Gary,Lozano,2022-10-26,56,2022-10-29
997,2266,Perry,Rosario,2019-10-10,44,2019-11-30
998,2268,Derek,Ho,2019-10-16,76,2019-11-30
999,2270,Bonnie,Jensen,2023-07-21,57,2023-08-31
1000,2282,Michael,Moore,2021-09-02,122,2021-10-16
1001,2284,Zachary,Lane,2022-10-02,57,2022-10-15
1002,2295,Joshua,Baldwin,2021-09-20,146,2021-10-30
1003,2299,Luke,Cook,2023-07-15,104,2023-08-31
1004,2303,Lisa,Simmons,2023-07-05,149,2023-08-31
1005,2315,Bradley,Craig,2019-06-12,79,2019-08-31
1006,2328,Jocelyn,Harris,2022-11-02,79,2022-11-12
1007,2366,Christopher,Cunningham,2020-07-18,147,2020-10-24
1008,2370,Michelle,Castro,2019-08-24,109,2019-11-09
1009,2383,Douglas,Reese,2019-10-19,89,2019-10-19
1010,2392,Jacob,Gonzalez,2023-07-29,122,2023-10-28
1011,2406,Christina,Nelson,2019-06-25,100,2019-09-21
1012,2408,Rebecca,Meyer,2023-08-28,32,2023-08-31
1013,2410,James,Johnston,2022-06-30,134,2022-09-24
1014,2415,Susan,Foley,2023-08-14,43,2023-09-16
1015,2422,Renee,Wilcox,2019-08-08,119,2019-09-21
1016,2437,Emily,Davis,2020-10-23,34,2020-11-14
1017,2496,Kathleen,Boyer,2022-08-13,83,2022-10-08
1018,2497,Donna,Holder,2021-07-09,44,2021-10-02
1019,2510,Claudia,Fletcher,2023-07-28,36,2023-08-31
1020,2516,Elizabeth,Hughes,2020-09-21,71,2020-10-10
1021,2546,David,Short,2020-10-06,86,2020-11-14
1022,2554,William,Lyons,2020-07-06,130,2020-10-10
1023,2569,Abigail,Reynolds,2020-09-28,88,2020-11-14
1024,2592,Charles,Gordon,2019-08-25,131,2019-11-30
1025,2619,Anne,Brown,2019-09-05,36,2019-10-19
1026,2634,Daniel,Choi,2019-11-02,80,2019-11-09
1027,2652,Tracy,Neal,2022-09-22,105,2022-10-22
1028,2653,Michelle,Shaw,2023-09-16,75,2023-10-28
1029,2673,Nicholas,Snyder,2022-07-25,41,2022-10-15
1030,2697,Chad,Bryan,2019-07-19,148,2019-08-31
1031,2702,Amanda,Thomas,2023-10-21,40,2023-10-28
1032,2712,Terry,Diaz,2019-09-11,63,2019-10-12
1033,2717,Jay,Schwartz,2022-09-12,149,2022-11-12
1034,2725,Robert,Lopez,2019-11-05,146,2019-11-30
1035,2754,Alexander,Stone,2022-09-11,148,2022-10-08
1036,2760,Brandon,Hall,2023-09-20,47,2023-10-28
1037,2763,Shannon,Underwood,2021-08-29,146,2021-09-02
1038,2765,Samantha,Yates,2019-07-08,121,2019-10-12
1039,2770,Chase,Thompson,2022-09-27,127,2022-10-08
1040,2784,Anthony,Brown,2022-08-05,120,2022-10-22
1041,2788,Mitchell,Porter,2022-08-16,106,2022-10-22
1042,2801,Whitney,Baker,2022-08-26,124,2022-10-08
1043,2802,Michael,Long,2019-09-28,57,2019-10-12
1044,2805,Chelsea,Moreno,2022-10-26,72,2022-11-12
1045,2809,David,Hernandez,2021-08-14,148,2021-10-16
1046,2819,Michelle,Barnett,2019-08-08,128,2019-08-31
1047,2821,Ryan,Walton,2023-10-20,149,2023-10-28
1048,2831,Michele,Carpenter,2021-09-01,136,2021-09-02
1049,2833,Jeffrey,Lamb,2023-08-09,99,2023-10-07
1050,2838,Kimberly,Harris,2022-08-26,50,2022-10-22
1051,2871,Wayne,Hale,2019-08-18,129,2019-09-21
1052,2876,Thomas,Wagner,2022-10-09,71,2022-10-15
1053,2929,Melissa,Hernandez,2023-08-28,39,2023-10-28
1054,2932,Arthur,Torres,2019-07-25,99,2019-10-19
1055,2941,Shane,Fernandez,2019-09-24,117,2019-11-09
1056,2981,Kyle,Sanchez,2020-07-30,123,2020-10-10
1057,2986,Jose,Kim,2023-07-02,147,2023-08-31
1058,2997,Laura,Rogers,2021-07-24,122,2021-09-02
1059,3001,Jennifer,Silva,2023-10-20,42,2023-10-28
1060,3006,Danielle,Ross,2022-08-05,69,2022-10-08
1061,3008,Omar,Greer,2019-08-04,116,2019-08-31
1062,3013,Lisa,Jackson,2020-08-11,47,2020-10-24
1063,3025,Hannah,Vasquez,2023-07-13,52,2023-09-16
1064,3027,Elizabeth,Gibson,2022-09-28,73,2022-10-22
1065,3032,James,Oliver,2022-07-19,140,2022-10-22
1066,3039,Jeremy,Mcfarland,2022-07-27,107,2022-10-08
1067,3042,Linda,Garcia,2021-10-24,128,2021-10-30
1068,3059,Victoria,Hendricks,2022-08-08,139,2022-10-29
1069,3060,Mark,Calhoun,2022-09-11,55,2022-11-12
1070,3076,Zachary,Mitchell,2019-11-23,81,2019-11-30
1071,3092,Tracey,Anderson,2019-08-11,98,2019-10-12
1072,3103,Scott,Weaver,2021-08-21,87,2021-10-30
1073,3106,Shelby,Mccall,2019-08-14,40,2019-09-21
1074,3116,Adam,Washington,2019-07-29,141,2019-08-31
1075,3125,Lauren,Brown,2022-11-09,136,2022-11-12
1076,3134,Marcus,Snyder,2019-11-17,50,2019-11-30
1077,3139,Perry,Anderson,2019-06-05,32,2019-08-31
1078,3147,Frank,Peck,2022-10-27,50,2022-10-29
1079,3156,Joshua,Hanna,2019-07-25,42,2019-10-19
1080,3157,Lisa,Frost,2019-08-13,66,2019-11-09
1081,3204,Nicole,Smith,2021-08-03,116,2021-10-16
1082,3224,Joanna,Parker,2023-09-25,86,2023-10-28
1083,3238,Anthony,May,2022-10-13,99,2022-10-22
1084,3253,Emma,Johnson,2022-10-24,125,2022-10-29
1085,3266,Valerie,Allen,2022-08-22,116,2022-10-08
1086,3271,Joseph,Mccullough,2022-08-31,74,2022-10-22
1087,3273,Karen,Clements,2022-09-28,73,2022-11-12
1088,3281,Katherine,Duffy,2020-10-17,32,2020-10-24
1089,3284,John,Lucas,2021-10-26,60,2021-10-30
1090,3286,Joseph,Wong,2020-10-24,86,2020-10-24
1091,3291,Suzanne,Holloway,2019-11-03,34,2019-11-09
1092,3297,Anthony,Smith,2019-07-21,114,2019-10-19
1093,3304,David,Thomas,2020-09-23,40,2020-10-24
1094,3307,Kristi,Gregory,2021-08-19,37,2021-10-02
1095,3343,Kylie,Mclean,2019-07-06,73,2019-10-12
1096,3357,Joseph,Harmon,2019-08-26,55,2019-09-21
1097,3364,Paul,Jackson,2022-07-09,99,2022-09-24
1098,3366,Charles,Martinez,2021-09-20,103,2021-10-30
1099,3373,Brian,Fuller,2019-09-25,43,2019-11-30
1100,3376,Jon,Brooks,2022-09-25,130,2022-10-29
1101,3382,Michael,Bryan,2020-08-13,66,2020-10-24
1102,3385,Sherry,Perkins,2023-08-21,74,2023-10-07
1103,3400,Misty,Schmitt,2023-08-02,105,2023-10-07
1104,3407,Victoria,Moreno,2019-08-17,32,2019-10-12
1105,3429,Nicolas,Lopez,2020-08-30,129,2020-10-10
1106,3433,Andrew,Powers,2020-08-29,35,2020-11-14
1107,3473,Ashlee,Watts,2020-07-23,137,2020-10-24
1108,3484,Ryan,Steele,2019-08-09,57,2019-11-09
1109,3496,Sara,Price,2021-08-21,93,2021-09-02
1110,3508,Donna,Boyer,2021-07-19,32,2021-10-02
1111,3512,Michael,Turner,2022-08-16,147,2022-09-24
1112,3525,Timothy,Stafford,2021-07-25,81,2021-09-02
1113,3527,Douglas,Reed,2019-08-21,70,2019-11-09
1114,3532,Cassidy,Bonilla,2021-08-06,99,2021-09-02
1115,3542,Kelly,Campbell,2020-07-23,114,2020-10-24
1116,3547,Jacob,Gutierrez,2019-08-21,122,2019-11-09
1117,3557,Donald,Miller,2019-10-03,44,2019-11-30
1118,3583,Denise,Conner,2023-08-21,76,2023-10-07
1119,3584,Jeffrey,Parker,2021-07-06,150,2021-09-02
1120,3590,Karen,Baker,2019-11-17,59,2019-11-30
1121,3591,Thomas,James,2023-07-12,75,2023-10-07
1122,3597,William,Clark,2023-08-24,116,2023-09-16
1123,3605,Anita,Norman,2021-08-13,45,2021-10-16
1124,3606,Jeffrey,Baker,2022-08-19,128,2022-09-24
1125,3619,Travis,Reyes,2022-07-19,86,2022-10-08
1126,3720,Brandy,Garcia,2023-07-21,35,2023-10-28
1127,3730,Barbara,Bullock,2021-07-26,58,2021-10-16
1128,3736,Sarah,Ortiz,2020-11-06,126,2020-11-14
1129,3766,Michael,Adams,2019-09-16,114,2019-11-30
1130,3779,Bridget,Baxter,2019-10-29,149,2019-11-30
1131,3782,Lisa,Murray,2022-08-08,137,2022-10-15
1132,3807,Jonathan,Bryant,2021-09-08,122,2021-10-16
1133,3816,Caitlyn,Brown,2023-07-09,148,2023-10-07
1134,3830,Stephen,Hardin,2021-07-14,49,2021-10-16
1135,3859,Tanya,Smith,2019-10-13,31,2019-10-19
1136,3869,Chris,Mahoney,2020-09-21,69,2020-10-24
1137,3874,Steven,Taylor,2022-10-15,121,2022-10-22
1138,3892,Joshua,Parker,2022-06-22,116,2022-09-24
1139,3920,Maria,Alexander,2020-08-07,114,2020-11-14
1140,3933,Nicole,Edwards,2023-08-11,136,2023-09-16
1141,3935,Keith,Powell,2021-07-26,91,2021-09-02
1142,3938,Corey,Morris,2019-06-28,33,2019-08-31
1143,3942,Justin,Costa,2022-07-15,34,2022-10-08
1144,3983,Todd,Johnson,2020-10-30,113,2020-11-14
1145,3988,Margaret,Carter,2022-09-04,121,2022-10-22
1146,3993,Dylan,Woods,2019-07-14,141,2019-09-21
1147,3994,Gina,Mata,2019-09-18,61,2019-10-12
